TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T4870,C8719426,05-02-1982,M,GURGAON,1011.41,25-08-2016,191940,50
T4871,C3414165,09-11-1991,F,NEW DELHI,27373.21,25-08-2016,191946,200
T4872,C5716176,27-10-1984,F,BANGALORE,13148.73,25-08-2016,184956,339
T4873,C3656554,22-09-1968,M,NEW DELHI,1055799.07,25-08-2016,185000,1098
T4874,C3934451,05-05-1988,M,MUMBAI,793201.19,25-08-2016,191238,1681
T4875,C3739689,14-05-1991,M,BANGALORE,738.62,30-08-2016,185904,21
T4876,C5637168,05-05-1972,F,THANE,1525.46,30-08-2016,190302,1495
T4877,C1039375,25-11-1977,M,MAPUSA (GOA),115381.28,30-08-2016,190303,625
T4878,C1123877,25-01-1984,M,NOIDA,43.11,30-08-2016,190059,140
T4879,C5245721,07-07-1985,F,CHENNAI,6055.25,30-08-2016,184733,293.24
T4880,C8284581,05-12-1963,M,DELHI,665641.83,22-09-2016,135904,270
T4881,C3328138,12-05-1988,F,NEYYATTINKARA THIRUVANANTHAPURAM,16517.88,22-09-2016,135617,1452
T4882,C6822365,25-11-1985,M,AHMEDABAD,29785.21,22-09-2016,104613,10
T4883,C6730287,07-02-1984,M,K V RANGAREDDY,20460.48,22-09-2016,103840,362.33
T4884,C7215213,21-07-1991,F,SAHIBABAD,1309.22,22-09-2016,113926,65
T4885,C4314338,18-04-1967,M,HYDERABAD,25117.93,22-09-2016,111445,200
T4886,C1537877,15-08-1974,M,SURAT,66.6,22-09-2016,52950,69
T4887,C7831990,09-05-1979,M,NEW DELHI,2736703.32,22-09-2016,61014,25
T4888,C3668230,04-01-1992,M,HYDERABAD,15673.83,22-09-2016,162238,857.31
T4889,C1699111,10-02-1970,M,CHENNAI,8057.3,22-09-2016,162024,500
T4890,C2635230,05-06-1993,M,BALLABGARH FARIDABAD,11097.37,22-09-2016,162334,100
T4891,C1494488,09-10-1992,M,BANGALORE,4192.09,22-09-2016,163109,20
T4892,C3921490,25-09-1992,M,HYDERABAD,2.27,22-09-2016,162338,390
T4893,C7211965,24-04-1971,M,NAVI MUMBAI,8337.09,22-09-2016,162048,1080.2
T4894,C2741477,15-01-1992,F,PUNE,36291.93,22-09-2016,163052,241
T4895,C4012718,18-10-1965,M,MUMBAI,310569.67,22-09-2016,52040,400
T4896,C1626247,26-01-1993,M,MUMBAI,11116.57,22-09-2016,51950,356
T4897,C7128654,16-04-1993,F,DELHI,322219.32,22-09-2016,52320,134
T4898,C4875920,11-10-1989,M,BANGALORE,12290.43,22-09-2016,114214,141.26
T4899,C2622783,21-10-1990,M,GURGAON,247706.27,22-09-2016,62250,4204
T4900,C8222244,17-12-1963,M,BANGALORE,6556608.08,22-09-2016,110428,1200
T4901,C9030148,24-12-1988,M,CHENNAI,1490.05,22-09-2016,103825,60
T4902,C4735015,23-03-1951,M,NEW DELHI,2625795.19,22-09-2016,103828,4420
T4903,C8711357,01-09-1957,M,GANGTOK,88.78,22-09-2016,104856,577.19
T4904,C4727380,14-06-1981,M,NASHIK,62515.23,22-09-2016,100318,1500
T4905,C2930547,01-08-1963,M,DELHI,59779.87,22-09-2016,95744,723
T4906,C3339054,17-02-1986,F,GURGAON,5653.54,22-09-2016,95752,2150
T4907,C1935656,22-10-1996,M,SHIMLA,0.88,22-09-2016,53244,50
T4908,C4840639,12-03-1977,M,KOLKATA,20894.75,22-09-2016,100217,1276
T4909,C7337768,24-03-1990,F,BANGALORE,10895.7,22-09-2016,81929,200
T4910,C7411526,06-11-1991,M,BANGALORE,150.97,22-09-2016,81941,200
T4911,C8122218,14-04-1996,M,GAUTAM BUDDHA NAGAR,11375.96,22-09-2016,81648,29
T4912,C8942135,1/1/1800,M,NEW DELHI,28.92,22-09-2016,75356,435
T4913,C4529666,26-04-1974,M,BHIWANDI,24210.33,22-09-2016,80713,1478
T4914,C6442946,18-11-1991,M,BANGALORE,3780.23,22-09-2016,81517,31
T4915,C1491580,1/1/1800,M,RESTAURANT NEW DELHI,641.36,22-09-2016,82839,757.87
T4916,C3139216,13-07-1992,M,FARIDABAD,1600,22-09-2016,45458,25
T4917,C8637911,1/1/1800,M,KOLKATA,17772978.13,22-09-2016,12058,800
T4918,C4215539,12-09-1991,F,JAIPUR,27780.44,22-09-2016,44148,1000
T4919,C2129243,12-04-1981,M,BELGAUM,9872.39,22-09-2016,111106,500
T4920,C5716628,27-12-1989,M,WARANGAL,23743.36,22-09-2016,111348,50
T4921,C3315434,16-08-1994,M,BIRBHUM,31353.28,22-09-2016,105521,50
T4922,C8222783,15-04-1984,M,BANGALORE,3119.63,22-09-2016,100146,26
T4923,C9094590,24-07-1995,F,DELHI,6771.29,22-09-2016,95931,25
T4924,C4572591,15-10-1982,M,REWARI,40339.21,22-09-2016,100401,320
T4925,C3639329,03-08-1982,M,KOLHAPUR,38880.2,23-09-2016,211134,770
T4926,C4835213,21-01-1991,M,HYDERABAD,20890.65,23-09-2016,210848,752
T4927,C6115483,10-06-1990,M,WARANGAL,8841.21,23-09-2016,211340,140
T4928,C8815848,24-07-1995,F,NEW DELHI,62071.48,23-09-2016,210550,370
T4929,C4737317,03-07-1985,F,MANGALORE,28297,23-09-2016,210559,1227
T4930,C3330344,27-10-1986,F,BANGALORE,668344.28,23-09-2016,211432,19150
T4931,C1313391,01-08-1990,M,NEW DELHI,14066.49,23-09-2016,211026,29
T4932,C6812787,23-01-1980,F,MUMBAI,162285.96,23-09-2016,201345,1690
T4933,C5413676,28-11-1987,M,EAST GODAVARI,12689.96,23-09-2016,205558,240
T4934,C2919575,02-01-1964,M,DELHI,1108.47,23-09-2016,210457,1213
T4935,C4916392,02-09-1990,M,THANE,2400.81,23-09-2016,210750,30
T4936,C8023617,11-06-1990,M,NEW DELHI,1786.19,23-09-2016,210606,350
T4937,C8621433,04-01-1982,F,NEW DELHI,91918.41,23-09-2016,204631,229.76
T4938,C6941724,21-08-1990,M,DELHI,12565.04,23-09-2016,204802,90
T4939,C4522982,28-05-1994,M,PANCHKULA,5767.89,23-09-2016,204802,219
T4940,C6211978,16-05-1991,M,WARANGAL,15961.24,23-09-2016,131641,52
T4941,C7510057,16-05-1966,F,NEW DELHI,82236.59,23-09-2016,113209,999
T4942,C4247812,18-09-1991,M,CHENNAI,5413.4,23-09-2016,105511,25
T4943,C8159089,20-11-1988,M,KOLKATA,11893.46,23-09-2016,140304,446
T4944,C5035187,05-07-1995,F,JAGATSINGHPUR,7069.86,23-09-2016,192108,1499
T4945,C7570473,16-05-1983,M,BANGALORE,154167.07,23-09-2016,190443,140
T4946,C1529950,04-01-1991,M,SURAT,91.04,22-09-2016,94528,500
T4947,C2929656,26-04-1974,M,BHIWANDI,24210.33,22-09-2016,83417,1638
T4948,C6225074,30-07-1991,M,GURGAON,26571.29,22-09-2016,145800,2264
T4949,C5018064,02-09-1988,M,DELHI,156396.97,22-09-2016,81229,192
T4950,C3115257,10-01-1990,M,GURGAON,71.4,22-09-2016,81532,200
T4951,C4927462,28-01-1981,M,BANGALORE,289058.45,22-09-2016,80230,25
T4952,C1014433,20-10-1988,M,BILASPUR,19761.07,22-09-2016,92711,2290
T4953,C7945941,28-05-1992,M,HYDERABAD,1190.02,22-09-2016,74239,220
T4954,C6141988,20-01-1987,M,GURGAON,7824.37,22-09-2016,74007,198
T4955,C4733755,05-08-1964,M,GURGAON,2562918.63,22-09-2016,73957,25
T4956,C4929934,22-08-1970,M,MUMBAI,28914.74,22-09-2016,74014,1000
T4957,C4221438,23-07-1974,M,NOIDA,104374.01,22-09-2016,74425,3400
T4958,C7612368,17-07-1992,F,DELHI,6984.8,22-09-2016,72707,250
T4959,C7842166,03-06-1978,M,MUMBAI,56204.92,22-09-2016,74012,6088.16
T4960,C7629685,20-04-1957,M,ERNAKULAM,14720.85,22-09-2016,73422,220
T4961,C6438091,08-11-1994,M,SURAT,72.92,22-09-2016,73145,69
T4962,C5639815,14-06-1970,F,PUNE,72695.81,22-09-2016,145035,1
T4963,C2512647,01-11-1983,F,GURGAON,1764.35,22-09-2016,145039,12500
T4964,C4017891,1/1/1800,M,BANGALORE,49300.39,22-09-2016,142538,6906
T4965,C8696783,31-05-1990,F,DELHI,76717.68,22-09-2016,141239,2500
T4966,C8496854,26-07-1997,M,DELHI,14851.06,22-09-2016,83442,275
T4967,C2683878,11-08-1982,M,DELHI,11356.51,22-09-2016,75709,500
T4968,C4013666,12-11-1993,F,NEW DELHI,10066.79,22-09-2016,84419,100
T4969,C1113749,29-09-1994,M,CHENNAI,20632.71,22-09-2016,92359,500
T4970,C7512032,17-01-1988,M,AGARTALA,8080.18,22-09-2016,72734,45
T4971,C3829389,05-01-1966,M,KOLKATA,169255.14,22-09-2016,72931,2400
T4972,C3611690,19-10-1980,M,NEW DELHI,50643.19,22-09-2016,70645,25
T4973,C5526770,10-06-1988,M,BANGALORE,169590.88,22-09-2016,144658,424
T4974,C6430143,09-11-1990,M,VILL TOWN CITY KALYAN THANE,7.93,22-09-2016,142217,100
T4975,C2222060,12-04-1994,M,JAIPUR,26408.24,22-09-2016,144251,1
T4976,C8625785,24-10-1989,M,BENGALURU,240.27,22-09-2016,142208,1065
T4977,C8330086,17-04-1976,M,NAKA PUNE,22517.72,22-09-2016,73512,6126
T4978,C2841574,01-09-1980,F,CANDOLIM,13613.46,22-09-2016,73903,2000
T4979,C9016031,10-06-1987,M,GURGAON,29151.54,22-09-2016,74401,200
T4980,C7956178,03-10-1984,M,BHOJPUR,6067.04,22-09-2016,74845,35
T4981,C7786746,02-03-1994,F,BHUJ,9264.86,22-09-2016,72806,100
T4982,C8637317,05-06-1987,M,ANDHERI E MUMBAI,23911.06,22-09-2016,35700,6874.91
T4983,C5125216,23-01-1968,M,DELHI,16014.33,22-09-2016,73152,300
T4984,C6235338,22-12-1993,M,DELHI,36599.72,22-09-2016,111416,3067
T4985,C8324457,31-03-1988,M,FEROZEPUR,13763.49,22-09-2016,142039,1500
T4986,C6418160,1/1/1800,M,NEW DELHI,321179.13,22-09-2016,143227,711
T4987,C5020750,12-12-1950,M,GURGAON,4893.26,22-09-2016,72246,100
T4988,C5179968,29-09-1988,M,JHAJJAR,13694.39,22-09-2016,72240,6758
T4989,C1915891,10-02-1993,M,CHANDAULI,7004.96,22-09-2016,73101,50
T4990,C1616560,04-01-1984,M,JASPUR,14546.07,22-09-2016,72449,102
T4991,C6130164,12-11-1991,M,MUMBAI,13700.61,22-09-2016,72851,53
T4992,C8414375,20-12-1993,M,BANGALORE,8961.86,22-09-2016,71921,50
T4993,C5564470,25-11-1983,M,DELHI,64313.91,22-09-2016,101147,1000
T4994,C8820333,06-11-1982,M,MUMBAI,11009.04,22-09-2016,103522,190
T4995,C4224254,06-02-1981,M,RAJPURA,104784.01,22-09-2016,134346,162.65
T4996,C4742374,14-09-1973,F,MUMBAI,866503.21,22-09-2016,101430,450
T4997,C4112061,05-01-1989,M,GUWAHATI,9448.02,22-09-2016,71507,355
T4998,C7315849,10-02-1993,M,CHANDAULI,7004.96,22-09-2016,72056,170
T4999,C7723879,16-04-1988,F,GURGAON,182799.21,22-09-2016,72133,200
T5000,C7127247,24-01-1992,F,NOIDA,13062.75,11-08-2016,172403,550
T5001,C5811848,29-07-1971,M,DELHI,22684.26,11-08-2016,164510,55000
T5002,C6529283,09-06-1984,M,NASIK,190137.08,11-08-2016,171955,4898
T5003,C6135126,1/1/1800,M,TAL DIST PALGHAR BOISAR,54.82,11-08-2016,164436,751.55
T5004,C5713226,16-07-1970,F,BANGALORE,119957.18,11-08-2016,164524,1699
T5005,C5528941,14-03-1982,M,PUNE,56533.03,11-08-2016,164525,736.5
T5006,C3058158,20-05-1980,M,ALLAHABAD,37251.28,15-08-2016,195228,1440
T5007,C1118437,25-02-1993,F,NEW DELHI,100261.31,15-08-2016,192415,3495
T5008,C5812373,01-11-1985,M,DIMAPUR,26794.55,15-08-2016,192416,48
T5009,C7028649,01-12-1966,F,PUNE,26820.08,15-08-2016,192417,1798
T5010,C1928822,24-04-1989,M,BANGALORE,2859.9,15-08-2016,192553,643
T5011,C3339051,01-07-1974,F,DELHI,331716.03,15-08-2016,192553,990
T5012,C6210668,10-03-1987,F,MUMBAI,22637.97,15-08-2016,192710,140
T5013,C7261640,09-08-1981,M,PATNA,10935.83,15-08-2016,192816,2165
T5014,C2731219,25-05-1988,M,TRIVANDRUM,31.79,16-08-2016,144325,649
T5015,C4325735,1/1/1800,M,LAXMINAGAR,156673.92,20-08-2016,190057,2870
T5016,C2399577,02-09-1970,M,VISAKHAPATNAM,12442.38,20-08-2016,190106,366.2
T5017,C1342477,22-08-1952,F,BANGALORE,3799223.75,20-08-2016,190311,3998
T5018,C1114831,14-08-1983,M,NEW DELHI,88027.69,20-08-2016,190726,2626
T5019,C3121182,11-08-1972,M,ASANSOL,670130.95,20-08-2016,190835,4221.01
T5020,C4329079,13-04-1988,M,REWA,121164.9,20-08-2016,190836,19790
T5021,C2516662,01-05-1984,M,CHENNAI,31016.98,20-08-2016,190936,1779.95
T5022,C8210183,21-11-1987,F,KOLKATA,47382.73,20-08-2016,190937,810
T5023,C1839917,1/1/1800,M,NOIDA,2949.27,23-08-2016,135119,488.41
T5024,C7326953,15-05-1992,M,KUNIYIL,85693.91,23-08-2016,135907,155
T5025,C5072252,25-10-1988,F,THANE,0.28,23-08-2016,133410,16
T5026,C5927541,05-02-1965,M,NOIDA,252815.27,23-08-2016,133729,1950
T5027,C7526592,05-03-1988,M,JHANSI,29158.02,26-08-2016,160245,4594
T5028,C6488284,08-06-1989,M,RAJSAMAND,8763.23,26-08-2016,160031,2
T5029,C6920865,1/1/1800,M,NOIDA,2572.59,26-08-2016,160630,3180
T5030,C2016360,1/1/1800,M,BANGALORE,256049.64,27-08-2016,235855,390
T5031,C1022638,1/1/1800,M,NEW DELHI,87785.83,29-08-2016,151341,2799
T5032,C5228934,01-07-1983,M,BANGALORE,16764.71,29-08-2016,151130,418
T5033,C2829581,10-12-1990,M,JAIPUR,40793.1,30-08-2016,102709,1000
T5034,C1014533,22-03-1989,F,GURGAON,54676.08,22-09-2016,162348,579
T5035,C6018846,20-10-1987,M,VPO WAZIRABAD,120.86,22-09-2016,162450,190
T5036,C8677158,05-10-1982,M,GHAZIABAD,7335.23,22-09-2016,163328,4738
T5037,C5725342,10-08-1980,M,DELHI,1863.08,22-09-2016,153119,722
T5038,C3635513,30-04-1991,M,BANGALORE,208594.22,22-09-2016,153025,98
T5039,C2624359,21-02-1992,M,AHMEDABAD,5994.23,22-09-2016,100314,78
T5040,C8617240,09-01-1991,M,KOLKATA,4439.97,22-09-2016,104455,366.7
T5041,C4761283,17-09-1994,F,GHATKOPAR (W) MUMBAI,28257.97,22-09-2016,95449,314.2
T5042,C3711047,1/1/1800,M,JAM KHAMBHALIYA,73714.45,22-09-2016,95837,2475.8
T5043,C7421561,1/1/1800,M,NEW DELHI,32402.21,22-09-2016,162344,354.28
T5044,C1541083,27-12-1987,M,VADODARA,26220.16,22-09-2016,153836,66
T5045,C4032630,10-06-1988,F,MUMBAI,52752.42,22-09-2016,153909,4255
T5046,C7617050,16-04-1992,M,AHMEDABAD,6029.67,22-09-2016,153914,169.2
T5047,C2532681,25-10-1954,F,MUMBAI,1562407.68,22-09-2016,153048,3477.5
T5048,C4828185,16-10-1975,M,VISAKHAPATNAM,86846.37,22-09-2016,153049,290
T5049,C7910181,01-11-1989,M,GURGAON,166001.8,22-09-2016,163414,220
T5050,C1925273,28-03-1987,M,BHIWANI,16549.84,22-09-2016,162309,199
T5051,C1614817,10-05-1992,M,PUNE,31256.15,22-09-2016,162607,293.34
T5052,C4227541,13-11-1983,M,GURGAON,27011.23,22-09-2016,152947,228
T5053,C5841661,14-01-1993,F,WORLI COLONY MUMBAI,6147.13,22-09-2016,153325,964.09
T5054,C6639377,21-12-1987,F,MUMBAI,4308.59,22-09-2016,153544,297
T5055,C2127117,02-05-1988,M,AREA MOHALI,232.82,22-09-2016,105616,417
T5056,C7820087,11-05-1993,F,MUMBAI,68567.72,22-09-2016,110157,30.59
T5057,C4627673,14-10-1980,M,RUDRAPUR,288446.35,22-09-2016,100536,475
T5058,C4719339,30-09-1989,M,BAHADVR GARH,12251.08,22-09-2016,104318,245
T5059,C4119412,12-02-1968,M,NEW DELHI,486506.34,22-09-2016,100303,999
T5060,C3237075,23-05-1987,M,MOHALI,1837.28,22-09-2016,80159,246
T5061,C1282519,22-12-1990,M,FARIDABAD,4.3,22-09-2016,82637,10
T5062,C7541851,1/1/1800,,MUMBAI,10669.85,22-09-2016,61227,1500
T5063,C2721216,17-08-1989,F,DELHI,43318.4,22-09-2016,52145,3499
T5064,C3041756,15-09-1985,M,BHARATPUR,4.64,22-09-2016,43635,59
T5065,C7241728,15-09-1985,M,BHARATPUR,4.64,22-09-2016,43929,21
T5066,C2019850,20-10-1989,F,GURGAON,121.34,22-09-2016,50306,270
T5067,C1638862,20-08-1992,M,NEW DELHI,60915.77,22-09-2016,110213,159
T5068,C7359222,01-05-1985,F,PUNE,4803.27,22-09-2016,95547,641.13
T5069,C2011744,03-12-1989,M,MUMBAI,3232.24,22-09-2016,95551,60
T5070,C2341188,08-03-1992,F,MUNNEKOLALA MARATHALLI BANGALORE,52032.57,22-09-2016,100437,40
T5071,C2030063,09-08-1989,M,EAST GODAVARI,6109.95,22-09-2016,95318,110
T5072,C8223065,19-08-1989,M,BHINMAL,14.89,22-09-2016,80901,9
T5073,C5430144,05-01-1994,M,DELHI,6560.35,22-09-2016,80429,110
T5074,C3856392,16-02-1990,M,BANGALORE,21657.54,23-09-2016,192728,665
T5075,C7118344,18-06-1985,M,NEW DELHI,61961.83,23-09-2016,193725,300
T5076,C8222852,10-08-1972,F,CHANDIGARH,84830.14,23-09-2016,193822,689
T5077,C2930167,08-09-1978,M,GURGAON,8538.78,23-09-2016,190739,2180
T5078,C2861462,18-11-1992,M,BHANDARA,7756.05,23-09-2016,190316,1300
T5079,C4114076,13-08-1990,M,HYDERABAD,46372.48,23-09-2016,211304,100
T5080,C8889566,22-06-1993,M,MALOUT,18618.89,23-09-2016,112558,21
T5081,C8913677,04-09-1990,F,KURLA W MUMBAI,55537.28,23-09-2016,113618,250
T5082,C4119649,15-03-1993,F,PANCHKULA,11903.36,23-09-2016,114259,650
T5083,C8117345,25-11-1966,M,DELHI,15351.88,23-09-2016,112658,1200
T5084,C4233538,01-02-1991,F,KANNUR,12720.96,23-09-2016,114536,818
T5085,C6042239,24-09-1996,M,MUMBAI,35.95,23-09-2016,190650,1200
T5086,C6284038,14-10-1989,M,CHANDIGARH,11182.7,23-09-2016,190848,500
T5087,C7430456,21-04-1963,F,PURI,42335.87,23-09-2016,191622,130
T5088,C5637268,18-01-1993,M,AHMEDABAD,21646.38,23-09-2016,191216,1478
T5089,C6936458,23-02-1981,M,DELHI,20574.89,23-09-2016,191953,500
T5090,C8140749,18-10-1990,M,NEW DELHI,746049.51,23-09-2016,191410,2455
T5091,C8418959,15-06-1980,M,SALAI CHENNAI,10752.52,22-09-2016,111302,500
T5092,C7114861,11-10-1988,M,MUMBAI,22306.08,22-09-2016,73434,573.86
T5093,C6731119,24-03-1979,M,AJMER,20.28,22-09-2016,72437,46
T5094,C5220785,03-07-1982,M,NEW DELHI,1096842.32,22-09-2016,73636,115.86
T5095,C7517215,08-05-1991,F,MUMBAI,28527.34,22-09-2016,72230,156.01
T5096,C7695167,08-05-1986,F,D MART KANJURMARG W MUMBAI,17133.53,22-09-2016,142537,40
T5097,C2336741,29-12-1981,M,PUNE,1581.39,22-09-2016,160635,40
T5098,C2212621,15-03-1984,M,BANGALORE,50895.96,22-09-2016,170620,1000
T5099,C6521927,17-11-1985,M,NEW DELHI,886632.77,22-09-2016,170923,53
T5100,C5511462,12-01-1991,M,SECUNDERABAD,1864.86,22-09-2016,161612,203.91
T5101,C5097918,15-03-1993,F,BANGALORE,3494.97,22-09-2016,80838,100
T5102,C9030559,26-10-1976,M,GURGAON,95685.73,22-09-2016,81758,15000
T5103,C7114647,01-01-1983,M,MEERUT,7094.19,22-09-2016,82542,92
T5104,C7131524,01-02-1983,M,PUNE,142.72,22-09-2016,110736,6622
T5105,C8034052,03-03-1985,M,GHAZIABAD,392522.36,22-09-2016,110851,260
T5106,C2018746,24-07-1997,M,BANGALORE,1915.5,22-09-2016,103536,2017.2
T5107,C8337343,1/1/1800,M,SURAT,342164.56,22-09-2016,105413,3000
T5108,C6538482,27-09-1971,M,COIMBATORE,45030.04,22-09-2016,105442,500
T5109,C5018454,1/1/1800,M,PUNE SASWAD ROAD PUNE,6969.37,22-09-2016,103727,2299
T5110,C1911190,19-07-1989,F,NOIDA,414233.69,22-09-2016,103311,572
T5111,C3823141,09-10-1993,F,MUMBAI,33420.32,22-09-2016,73155,1820
T5112,C3516440,19-01-1988,M,NOIDA,149432.99,23-09-2016,190200,215
T5113,C1917990,05-02-1989,F,NEW DELHI,73.85,22-09-2016,165149,294.03
T5114,C4138630,16-09-1994,M,FARIDABAD,56464.89,22-09-2016,165146,30
T5115,C8131675,17-10-1977,F,SONEPAT,29862.68,22-09-2016,165446,289
T5116,C2361133,08-04-1975,M,CHENNAI,29238.64,22-09-2016,165745,200
T5117,C1411976,1/1/1800,F,PUNE,2040875.54,22-09-2016,154133,3000
T5118,C5635187,20-08-1990,M,FATEHGARH SAHIB,4316.96,22-09-2016,83005,100
T5119,C5350512,29-07-1973,F,BHIWANDI,66.07,22-09-2016,83254,50
T5120,C7229879,12-05-1981,M,BANGALORE,13827.68,22-09-2016,103604,50
T5121,C6615257,01-12-1988,M,NEW DELHI,466505.92,22-09-2016,1041,1259
T5122,C2013920,12-05-1963,M,CHENNAI,349954.18,22-09-2016,633,8098
T5123,C2837540,26-04-1985,M,PUNE,8067.12,22-09-2016,3620,2779.83
T5124,C6020718,12-11-1991,M,NEW DELHI,257.28,22-09-2016,3620,560
T5125,C4720781,nan,M,NEW DELHI,86527.3,22-09-2016,13323,213.15
T5126,C1214190,04-12-1995,F,DURG,401.44,22-09-2016,400,110
T5127,C4336992,28-08-1989,M,DUBAI,54914.92,22-09-2016,1342,249
T5128,C2261517,30-11-1980,M,NOIDA,7311.03,22-09-2016,154257,200
T5129,C3585224,13-12-1984,M,MUKERIAN,22123.57,22-09-2016,154604,300
T5130,C1126073,01-10-1984,M,NEW DELHI,208814.37,22-09-2016,154813,450
T5131,C6019030,22-07-1992,F,KOLKATA,157195.54,22-09-2016,103730,1200
T5132,C2122862,1/1/1800,M,MUMBAI,105876.03,22-09-2016,103739,3500
T5133,C6335688,16-10-1974,F,NOIDA,751.25,22-09-2016,103323,234
T5134,C9038648,12-07-1988,M,DELHI,15007.6,22-09-2016,114836,961.18
T5135,C1614184,07-03-1983,F,NEW DELHI,34732.27,27-09-2016,212802,523.77
T5136,C2932129,01-06-1986,M,NASIRABAD,994,27-09-2016,213143,15000
T5137,C3626224,02-08-1989,F,PUNE,1593.75,27-09-2016,213203,70
T5138,C8533162,10-10-1972,M,MUMBAI,100877.07,27-09-2016,213419,1913
T5139,C6028913,18-10-1992,F,UNNAO,49.75,27-09-2016,213447,56
T5140,C6732863,13-04-1983,M,GHAZIABAD,28164.99,27-09-2016,204706,320.35
T5141,C6614116,24-04-1956,F,DELHI,45564.56,27-09-2016,204707,245
T5142,C4910913,28-09-1980,F,NEW DELHI,66695.02,22-09-2016,135929,900
T5143,C3114163,16-12-1989,M,DELHI,83.56,22-09-2016,154259,90
T5144,C7534668,21-03-1991,M,KOLKATA,1354.23,22-09-2016,154011,50
T5145,C8828323,1/1/1800,M,CHENNAI,79237.51,22-09-2016,154307,256
T5146,C3928155,08-12-1989,M,DELHI,287.38,22-09-2016,102254,16
T5147,C6112275,27-10-1992,M,NOIDA,31262.36,22-09-2016,71446,148
T5148,C8567518,04-09-1991,M,NAVI MUMBAI,2091.44,22-09-2016,160204,301.78
T5149,C7832390,24-04-1988,M,FARIDABAD,146515.08,22-09-2016,160212,410
T5150,C6619383,01-03-1978,M,KANPUR,35428.58,22-09-2016,160325,2004
T5151,C8625582,19-02-1995,F,NEW DELHI,23700.51,22-09-2016,160326,185.28
T5152,C2511141,13-08-1995,F,CHITTOOR,8836.64,22-09-2016,135157,400
T5153,C1120139,11-02-1993,F,HYDERABAD,6617.81,22-09-2016,154429,168.67
T5154,C6228859,05-01-1990,F,DEHRADUN,10492.64,22-09-2016,154433,724
T5155,C2323557,01-12-1990,M,AHMEDABAD,121896.15,22-09-2016,65221,80
T5156,C5518672,26-03-1994,M,DELHI,14641.48,11-08-2016,185101,100
T5157,C7732937,12-01-1989,F,PERAMBALUR,13095.25,11-08-2016,185427,295
T5158,C4613380,1/1/1800,M,BANGALORE,62.53,11-08-2016,185548,2199
T5159,C2541024,23-08-1988,M,DELHI,23139.77,11-08-2016,185931,1015
T5160,C7231926,10-10-1993,M,KAITHAL,920.48,15-08-2016,221641,410
T5161,C8977174,02-08-1984,M,PARK PHASE 1 HINJEWADI PUNE,37640.42,15-08-2016,221712,1000
T5162,C3362057,26-02-1992,M,COOCH BEHAR,4974.82,15-08-2016,222758,30
T5163,C5424330,08-05-1986,M,NASHIK,9073.45,15-08-2016,232437,2165
T5164,C6542817,18-06-1986,F,GURGAON,53107.32,15-08-2016,232237,629
T5165,C3521941,19-08-1994,M,BANGALORE,473.46,15-08-2016,222019,100
T5166,C2261175,03-08-1987,M,PUNE,421654.34,15-08-2016,222258,710
T5167,C1122140,03-09-1993,M,BANGALORE,460.53,18-08-2016,95144,245.44
T5168,C6635322,10-08-1987,M,MUMBAI,5790.87,18-08-2016,94707,115
T5169,C3968214,10-07-1987,M,DELHI,563.05,18-08-2016,94722,20
T5170,C1816746,1/1/1800,M,GHAZIABAD,89633.04,18-08-2016,94724,1219
T5171,C8124075,11-10-1992,M,SAUDAGAR PUNE,164.35,16-08-2016,175336,1574.95
T5172,C5523068,08-12-1989,F,DELHI,2.5,16-08-2016,175604,3540
T5173,C4132858,28-05-1989,M,DHULE,1170.1,16-08-2016,175807,50
T5174,C8177344,18-05-1982,M,GODHRA (GUJARAT),144.09,16-08-2016,174634,589
T5175,C4929277,27-12-1990,M,KAPURTHALA,2032.46,20-08-2016,220907,1512.75
T5176,C5843575,16-12-1985,M,KOLKATA,541.04,20-08-2016,221119,165
T5177,C6025239,15-08-1970,F,BANGALORE,1002205.21,20-08-2016,221122,494
T5178,C4840027,02-06-1978,M,CHENNAI,7454.14,20-08-2016,221017,302
T5179,C7427019,02-06-1977,M,DIST NASHIK,362.54,20-08-2016,221635,449
T5180,C4430885,02-05-1995,M,CENTRE BANKURA,3019.65,20-08-2016,222242,220
T5181,C6786653,06-01-1980,M,GREATER NOIDA,251201.05,20-08-2016,223756,1000
T5182,C4510072,12-03-1989,M,AJMER,197.62,20-08-2016,224136,50
T5183,C6416855,02-01-1988,M,AHMEDABAD,4667.98,20-08-2016,224147,50
T5184,C5313951,28-10-1992,M,TARN TARAN,6702.26,23-08-2016,174223,175
T5185,C4320611,07-11-1987,M,GURGAON,35130.52,23-08-2016,174039,232
T5186,C4857372,05-08-1986,F,BANGALORE,49884.02,25-08-2016,41317,440
T5187,C1511728,28-10-1988,M,DELHI,43009.71,25-08-2016,21250,539
T5188,C6013870,11-08-1985,M,MULUND,8515.07,25-08-2016,20049,1341
T5189,C6039333,01-12-1970,M,KARNAL,13583.57,25-08-2016,120423,818
T5190,C7034647,21-12-1991,M,GURGAON,24118.68,25-08-2016,115854,170
T5191,C1112611,12-06-1992,M,NASHIK,819.02,25-08-2016,115858,60
T5192,C8515852,10-09-1987,M,JAIPUR,7460.36,29-08-2016,80454,50
T5193,C5924963,05-06-1986,M,ARIYALUR,987.21,30-08-2016,131024,304
